;__label__FIN#positive;"Thị trường tăng ""nóng"", hàng loạt doanh nghiệp đăng ký bán cổ phiếu quỹ, Vinhomes và Sacombank cũng nhập cuộc"
1019;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 17 doanh nghiệp
1020;__label__FIN#neutral;"Những cổ phiếu tiềm năng nhưng giới đầu tư đang ""thờ ơ"""
1021;__label__FIN#positive;Dragon Capital: “Lợi nhuận doanh nghiệp năm 2021 sẽ tăng mạnh hơn dự báo, định giá chứng khoán Việt Nam đang khá hấp dẫn”
1022;__label__FIN#positive;D2D chốt danh sách cổ đông trả cổ tức đợt 2/2020 bằng tiền tỷ lệ 20%
1023;__label__FIN#positive;SSI Research: Triển vọng lợi nhuận nhiệt điện tiêu cực trong năm 2021, cung cầu điện sẽ cân bằng trong năm 2022
1024;__label__FIN#negative;HT1 giảm mạnh, lãnh đạo Xi măng Hà Tiên 1 vẫn muốn bán bớt 7 triệu cổ phiếu
1025;__label__FIN#positive;Nông sản thực phẩm Quảng Ngãi (APF) trả tiếp cổ tức đợt 2 bằng tiền tỷ lệ 35%
1026;__label__FIN#positive;Cuộc đua gay cấn, đến lượt Chứng khoán KIS được chấp thuận tăng vốn thêm hơn 1.100 tỷ đồng
1027;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 12/5
1028;__label__FIN#positive;Nhà và Đô thị Nam Hà Nội (NHA) sẽ phát hành cổ phiếu thưởng tỷ lệ 15%
1029;__label__FIN#negative;Yuanta: VN-Index có thể điều chỉnh xuống dưới 1.200 điểm trong tháng 5, nhóm cổ phiếu Kim loại còn ít dư địa tăng trưởng
1030;__label__FIN#neutral;HBC, ACB, LPB, HT1, NKG, CSC, TMS, TCD, VSH, BWE, CVT, DTT, BDT, BIO, BWS, ANT, THS: Thông tin giao dịch lượng lớn cổ phiếu
1031;__label__FIN#neutral;“Bắt sóng” đầu tư chứng khoán cùng ứng dụng trí tuệ nhân tạo
1032;__label__FIN#positive;Thanh khoản thị trường bùng nổ - MBS tăng vốn khủng
1033;__label__FIN#positive;Doanh nghiệp ngành bao bì đang ăn nên làm ra
1034;__label__FIN#positive;Quỹ đầu tư do Dragon Capital quản lý vừa bán ra 2,9 triệu cổ phiếu ACB, thu về hơn 108 tỷ đồng
1035;__label__FIN#negative;Khối ngoại bán ròng gần 290 tỷ đồng, VN-Index đảo chiều giảm điểm trong phiên 11/6
1036;__label__FIN#positive;KQKD ngành phân bón quý 1: Giá phân bón tăng cao giúp các doanh nghiệp lãi lớn
1037;__label__FIN#positive;ĐHCĐ Gỗ Đức Thành (GDT): Bất ngờ với phương án ESOP, phát hành 5% cổ phiếu ưu đãi cho đối tác công ty
1038;__label__FIN#neutral;"Thắng lớn từ tiền ""ảo"", ca sĩ Cao Thái Sơn quyết định trích một phần lợi nhuận làm từ thiện"
1039;__label__FIN#negative;Đạt Phương chính thức bán ra 1,5 triệu cổ phiếu quỹ
1040;__label__FIN#positive;HAPACO (HAP) kỳ vọng lãi năm 2021 tăng trưởng hơn 220%, tăng vốn điều lệ lên 1.250 tỷ đồng
1041;__label__FIN#negative;Lộ diện các khoản lỗ lớn trong quý 1
1042;__label__FIN#negative;Cổ phiếu ngân hàng, thép đồng loạt điều chỉnh, VN-Index đảo chiều giảm gần 4 điểm
1043;__label__FIN#positive;Hai cổ phiếu ngân hàng LPB và VIB đủ điều kiện được cấp margin
1044;__label__FIN#neutral;Nhà đầu tư lãi bao nhiêu nếu rót 1.000 USD mua tiền ảo Ethereum vào đầu năm nay?
1045;__label__FIN#neutral;Bất chấp thảm kịch Covid-19, chứng khoán Ấn Độ vẫn tăng bền bỉ
1046;__label__FIN#positive;Cổ phiếu dùy trì mức giá 3 chữ số, Dệt may Thành Công (TCM) sắp phát hành hơn 9 triệu cổ phiếu thưởng
1047;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 7 doanh nghiệp
1048;__label__FIN#neutral;HPG, NLG, REE, VNM, VIB, SVD, PAC, TCH, TDM, POM, DBT, VPR, AAV, HPD, PPE: Thông tin giao dịch lượng lớn cổ phiếu
1049;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 11/5
1050;__label__FIN#positive;VDSC: Ngành thép vẫn tăng trưởng sang quý 2/2021 khi đơn hàng đã ‘full’ đến giữa tháng 8, HPG và Formosa tăng mạnh thị phần thép xây dựng
1051;__label__FIN#negative;Kinh Bắc (KBC): Nhóm Dragon Capital tiếp tục bán ra hơn 2,5 triệu cổ phần, hạ tỷ trọng xuống mức 7,57%
1052;__label__FIN#neutral;Tài khoản chứng khoán tăng đột biến là cơ sở để nhà đầu tư Hoa Kỳ quay lại Việt Nam?
1053;__label__FIN#neutral;Digiworld có gì mới trong năm 2021?
1054;__label__FIN#negative;Tài chính Hoàng Huy (TCH) đăng ký bán gần 10 triệu cổ phiếu quỹ
1055;__label__FIN#positive;Dabaco (DBC) sắp phát hành 10,5 triệu cổ phần trả cổ tức 2020, tỷ lệ 10%
1056;__label__FIN#positive;"5 lý do chứng minh cổ phiếu ngân hàng xứng đáng vai trò ""dẫn sóng"" thị trường"
1057;__label__FIN#positive;Khối ngoại trở lại mua ròng, VN-Index áp sát mốc 1.260 điểm trong phiên đầu tuần
1058;__label__FIN#positive;In sách giáo khoa Hòa Phát (HTP): Quý 1 lãi kỷ lục 56 tỷ đồng
1059;__label__FIN#positive;Nhà đầu tư trong nước tiếp tục mở mới hơn 110.000 tài khoản chứng khoán trong tháng 4
1060;__label__FIN#negative;Bị phạt thuế gần 400 tỷ, lỗ sau kiểm toán của Nhà Thủ Đức (TDH) tăng vọt từ 30 tỷ lên 363 tỷ đồng
1061;__label__FIN#negative;Petrolimex (PLX) thông qua phương án bán tiếp 25 triệu cổ phiếu quỹ
1062;__label__FIN#positive;MBS chuẩn bị tăng vốn thêm hơn 1.000 tỷ, bổ sung nguồn lực cho hoạt động margin
1063;__label__FIN#neutral;"Finbox trình làng phiên bản mới: ""Tích hợp công cụ nhà đầu tư cần chỉ trong 1 ứng dụng"""
1064;__label__FIN#positive;Dòng vốn từ Thái Lan chiếm gần một nửa quy mô danh mục VFMVN30 ETF
1065;__label__FIN#positive;Chứng khoán Bản Việt (VCSC) chuẩn bị phát hành trái phiếu huy động 500 tỷ đồng
1066;__label__FIN#positive;Cổ phiếu thép tiếp tục tăng tốc: HPG, HSG lên vùng giá mới, NKG thậm chí kịch trần
1067;__label__FIN#positive;Hàng loạt cổ phiếu bứt phá, VnIndex tăng vọt 18 điểm phiên đầu tuần
1068;__label__FIN#positive;Câu lạc bộ lãi nghìn tỷ quý 1 đã gọi tên 22 doanh nghiệp, vị trí quán quân đã đổi chủ
1069;__label__FIN#positive;"Tăng 10% trong vài phút sáng đầu tuần, giá quặng sắt tiếp tục ""nóng bỏng"""
1070;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 9 doanh nghiệp
1071;__label__FIN#positive;Louis Holdings muốn chào bán 35,5 triệu cổ phiếu đầu tư nhà máy chế biến gạo và nông sản đông lạnh
1072;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 10/5
1073;__label__FIN#neutral;Xu thế dòng tiền: Có nên “đu” cổ phiếu ngân hàng?
1074;__label__FIN#positive;Bamboo Capital (BCG): Năm 2021 tiếp tục M&A các dự án tiềm năng, trình kế hoạch lợi nhuận tăng 203% lên 806 tỷ đồng
1075;__label__FIN#positive;Thế giới Di động (MWG): Doanh số tăng trưởng 25% trở lại sau mùa thấp điểm tháng 3, gia tăng mạnh hàng tồn điện tử
1076;__label__FIN#positive;Mirae Asset: “VN-Index có thể lên gần 1.500 điểm, điều chỉnh là cơ hội gia tăng tỷ trọng cổ phiếu”
1077;__label__FIN#neutral;[Quy tắc đầu tư vàng] Ngôi sao đang lên Cathie Wood với khối tài sản quản lý tăng từ 3,6 tỷ USD lên 50 tỷ USD chỉ trong vòng 1 năm bật mí bí quyết “hái ra tiền”
1078;__label__FIN#negative;Fubon ETF ngưng giải ngân, khối ngoại quay đầu bán ròng gần 3.000 tỷ đồng trong tuần giao dịch đầu tháng 5
1079;__label__FIN#positive;Xây dựng Hoà Bình (HBC): Năm đầu chuyển giao sang thế hệ F2 dự trình kế hoạch lợi nhuận khá tham vọng với 235 tỷ đồng, cao gấp 3,3 lần năm 2020
1080;__label__FIN#neutral;Hành trình chinh phục nhà đầu tư của chứng khoán Pinetree
1081;__label__FIN#positive;An Phát Holdings công bố kết quả kinh doanh khả quan Quý 1/2021
1082;__label__FIN#neutral;VGT, VRG, TVB, CSC, C71, BVG, PEC, DZM: Thông tin giao dịch lượng lớn cổ phiếu
1083;__label__FIN#neutral;Margin cao như núi, chứng khoán không lo gãy?
1084;__label__FIN#positive;Quý 1 phục hồi rực rỡ, lợi nhuận các công ty niêm yết tăng trưởng hơn 80% so với cùng kỳ 2020
1085;__label__FIN#neutral;"BSC: ""Ngành CNTT - Bưu chính viễn thông hưởng lợi từ 5G và chuyển đổi số"""
1086;__label__FIN#neutral;Ngành thủy sản và dệt may phục hồi xuất khẩu nhờ bước tiến vaccine Covid-19?
1087;__label__FIN#neutral;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 10/5-14/5
1088;__label__FIN#negative;Lỗ thêm 25 tỷ đồng, Tổng Xây lắp Dầu khí (PVX) nâng lỗ luỹ kế lên gần 4.000 tỷ đồng
1089;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 15 doanh nghiệp
1090;__label__FIN#positive;"BSC: ""VN-Index duy trì đà tăng trung hạn, kết thúc quý 2 trên ngưỡng 1.250 điểm"""
1091;__label__FIN#positive;Quý 1 PVS lãi 164 tỷ đồng, tăng 35% so với cùng kỳ nhờ hoạt động liên kết
1092;__label__FIN#positive;Doanh nghiệp vàng mã duy nhất trên sàn: Quý đầu năm 2021 báo lãi gấp đôi cùng kỳ, cổ phiếu tăng gấp rưỡi từ đầu năm
1093;__label__FIN#positive;Không nắm giữ HPG và VIC, hiệu suất danh mục Pyn Elite Fund thua xa VN-Index trong tháng 4
1094;__label__FIN#positive;Chứng khoán HSC nhận khoản vay hợp vốn 44 triệu USD từ nhóm các định chế tài chính Đài Loan
1095;__label__FIN#negative;Phiên 7/5: Khối ngoại tiếp tục bán ròng gần 320 tỷ đồng, tập trung bán VPB, HPG
1096;__label__FIN#neutral;Tiết kiệm chi phí, ngành dệt may nỗ lực vượt khó trong quý 1
1097;__label__FIN#positive;Phát triển nhà Bà Rịa - Vũng Tàu (HDC) sắp chia cổ tức năm 2020 bằng cổ phiếu tỷ lệ 25%
1098;__label__FIN#neutral;VinGroup chỉ bán ra hơn 12 triệu cổ phiếu Vinatex (VGT), bằng một nửa số lượng đăng ký bán
1099;__label__FIN#positive;Bầu Đức vừa chi hơn 33 tỷ mua 3 triệu cổ phiếu HAGL Agrico (HNG)
1100;__label__FIN#negative;VnIndex giảm 9 điểm phiên cuối tuần, HDB, TPB, HPG bứt phá
1101;__label__FIN#positive;‘Giá trị giao dịch TTCK Việt Nam gần ngang ngửa Singapore, trội hơn hẳn Malaysia, NĐT nước ngoài khó mà làm ngơ thị trường này lâu hơn nữa!’
1102;__label__FIN#neutral;Những con số nổi bật của thị trường chứng khoán Việt Nam tháng 4
1103;__label__FIN#positive;May Việt Tiến (VGG): Quý 1 có lãi hơn 5 tỷ đồng nhờ tiết kiệm chi phí
1104;__label__FIN#neutral;CRE, HNG, BWE, S4A, ST8, NLG, IDC, CSC, AAV, VKC, VC7, DBT, TMS, TNT: Thông tin giao dịch lượng lớn cổ phiếu
1105;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 7/5
1106;__label__FIN#positive;Một doanh nghiệp sắp trả cổ tức bằng tiền gấp 20 lần thị giá
1107;__label__FIN#neutral;Nhân viên Masan sắp nhận số cổ phiếu trị giá 560 tỷ đồng với giá mua chỉ bằng 1/10
1108;__label__FIN#neutral;Chiến lược đầu tư cổ phiếu nào thích hợp trong tháng 5?
1109;__label__FIN#negative;Khối ngoại bán ròng hơn 1.100 tỷ đồng, tập trung “xả” Bluechips trong phiên 6/5
1110;__label__FIN#positive;FECON: LNST quý 1 tăng 15% lên 17,4 tỷ đồng
1111;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 23 doanh nghiệp
1112;__label__FIN#positive;Gang thép Hà Nội (HSV) báo lãi quý 1 hơn 1,98  tỷ đồng, hoàn thành 57% kế hoạch cả năm 2021
1113;__label__FIN#neutral;"Nhà đầu tư F0 dễ sập bẫy ""room"" phím hàng"
1114;__label__FIN#neutral;"Tundra: ""Dịch Covid-19 vẫn trong tầm kiểm soát, đây là thời điểm tốt để tích lũy cổ phiếu"""
1115;__label__FIN#neutral;Nhóm Bluechips VN30 dẫn dắt, VN-Index có thể lên sát mốc 1.400 điểm trong năm 2021?
1116;__label__FIN#neutral;Bloomberg: Dogecoin khiến các loại tài sản như vàng hay cổ phiếu trở nên lỗi thời
1117;__label__FIN#positive;Quỹ 2 tỷ USD của Dragon Capital tăng mạnh tỷ trọng VPB và NVL vào cuối tháng 4
1118;__label__FIN#negative;HoSE: Trong tháng 4/2021, khối ngoại giảm bán ròng mạnh, đã chuyển 11 mã cổ phiếu sang HNX
1119;__label__FIN#negative;Áp lực bán tăng mạnh, VN-Index giữ được mốc 1.250 điểm nhờ lực đỡ từ cổ phiếu ngân hàng, thép
1120;__label__FIN#positive;Lãi lớn gấp 32 lần cùng kỳ nhờ chuyển nhượng bất động sản, một doanh nghiệp ngành nước, môi trường sắp trả cổ tức tỷ lệ gần 61%
1121;__label__FIN#positive;Chủ tịch HĐQT Tập đoàn Dabaco đăng ký mua 10,5 triệu cổ phiếu DBC
1122;__label__FIN#positive;Nhiều cổ phiếu trong rổ tăng nóng, quy mô của “ETF ngân hàng” VN FINLEAD vượt 100 triệu USD
1123;__label__FIN#neutral;VIC, DBC, BWE, IDV, QBS, ITD, HDC, SOV, BVG, SNC, TMT, SPB, SJM: Thông tin giao dịch lượng lớn cổ phiếu
1124;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 6/5
1125;__label__FIN#positive;"Chứng khoán BSC: ""VN-Index có thể hướng về ngưỡng 1.300 điểm trong tháng 5"""
1126;__label__FIN#neutral;Đầu tư cổ phiếu Midcaps hay Bluechips?
1127;__label__FIN#positive;Lượng hàng hóa qua cảng tăng, Cảng Hải Phòng (PHP) báo lãi tăng 42% lên 173 tỷ đồng trong quý 1
1128;__label__FIN#negative;Không còn khoản lãi thoái vốn đầu tư, OCH báo lỗ 34 tỷ đồng trong quý 1/2021
1129;__label__FIN#positive;Vinacafe Biên Hòa (VCF) báo lãi 76 tỷ đồng trong quý 1, giảm 26% so với cùng kỳ
1130;__label__FIN#neutral;Dược Cửu Long (DCL) lên tiếng về quyết định khởi tố vụ án hình sự xảy ra tại công ty
1131;__label__FIN#negative;Gỗ Trường Thành (TTF): Quý 1/2021 lỗ ròng 40 tỷ đồng, vốn chủ đang âm 624 tỷ
1132;__label__FIN#positive;KQKD ngành khu công nghiệp quý 1: Nhiều doanh nghiệp lãi lớn, quán quân thuộc về công ty lãi gấp 8 lần cùng kỳ
1133;__label__FIN#positive;HDB, TCB bứt phá, VnIndex chốt phiên tăng 14 điểm
1134;__label__FIN#positive;VC3 tăng mạnh, Chủ tịch HĐQT Tập đoàn Nam Mê Kông vẫn chi hơn 300 tỷ đồng mua gần 15 triệu cổ phiếu
1135;__label__FIN#neutral;LDG, NLG, CRE, HNG, ITA, TEG, PAC, TRT, PTL, SHB, VC3, MHL: Thông tin giao dịch lượng lớn cổ phiếu
1136;__label__FIN#positive;Nhựa An Phát Xanh đấu giá thành công 75 triệu cổ phiếu, thu về gần 1.068 tỷ đồng
1137;__label__FIN#positive;Siam Brothers Việt Nam kỳ vọng lợi nhuận tăng đột biến
1138;__label__FIN#neutral;Ngày làm bảo vệ, tối nghiên cứu chứng khoán, người đàn ông trở thành triệu phú sở hữu 8 triệu USD nhưng người nhà không hề biết
1139;__label__FIN#neutral;"Sau hơn 6 thập kỷ, thương hiệu vang bóng một thời Diêm Thống Nhất đã không còn ""cháy sáng"""
1140;__label__FIN#neutral;Bộ Tài chính: “Chưa có kế hoạch tiếp tục nâng lô giao dịch, FPT đang gấp rút khắc phục sự cố nghẽn lệnh”
1141;__label__FIN#neutral;Bộ Tài chính “tuýt còi” các Công ty chứng khoán “biến tướng” huy động vốn từ khách hàng
1142;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 5/5
1143;__label__FIN#positive;Vinaconex (VCG): Quý 1 lãi 345 tỷ đồng gấp hơn 5 lần cùng kỳ
1144;__label__FIN#positive;Hoàng Anh Gia Lai (HAG): Tiếp tục bán thảo thuận 80 triệu cổ phần tại HAGL Agrico, dự thu hàng trăm tỷ nhằm tái cấu trúc nợ ngân hàng
1145;__label__FIN#positive;Quốc Cường Gia Lai (QCG): Doanh thu đột biến nhờ bàn giao dự án, lãi ròng vẫn giảm mạnh 43% trong quý 1/2021
1146;__label__FIN#neutral;HAGL là công ty gì sau khi bán HNG cho Thaco?
1147;__label__FIN#positive;VEAM báo lãi 1.446 tỷ đồng trong quý 1/2021, vẫn còn hơn 14.000 tỷ đồng đi gửi ngân hàng
1148;__label__FIN#negative;Thị trường rung lắc mạnh, khối ngoại bán ròng 650 tỷ đồng trong phiên 4/5
1149;__label__FIN#positive;Đầu tư Sài Gòn VRG (SIP) bất ngờ báo lãi quý 1 gấp 4 lần cùng kỳ
1150;__label__FIN#positive;Doanh nghiệp kinh doanh kềm duy nhất trên sàn sắp trả cổ tức gấp đôi thị giá
1151;__label__FIN#negative;"Bloomberg: Nhà đầu tư cá nhân đang ""gồng gánh"" đà tăng tốt nhất châu Á của chứng khoán Việt Nam, khi nào khối ngoại mới quay trở lại?"
1152;__label__FIN#positive;Đại hội cổ đông IDJ thông qua kế hoạch kinh doanh tăng trưởng doanh thu nghìn tỷ
1153;__label__FIN#negative;Doanh thu bất động sản sụt giảm, PCC1 báo lãi 80 tỷ đồng quý 1, giảm 10%
1154;__label__FIN#neutral;Quỹ từ thiện của Bill Gates và vợ là một trong hai cổ đông lớn nhất của VEIL, quỹ đầu tư quản lý 2 tỷ USD cổ phiếu Việt Nam
1155;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 20 doanh nghiệp
1156;__label__FIN#positive;TCB, CTG tăng mạnh mẽ, VnIndex tăng trong phiên giao dịch đầu tiên của tháng 5
1157;__label__FIN#neutral;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 4/5-7/5
1158;__label__FIN#neutral;Tiêu điểm xử phạt tuần qua: Loạt cá nhân và doanh nghiệp bị UBCKN phạt nặng
1159;__label__FIN#positive;Bamboo Capital (BCG): Quý 1 lãi 163 tỷ đồng cao gấp 20 lần cùng kỳ
1160;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 4/5
1161;__label__FIN#positive;PV Power (POW): Quý 1 lãi sau thuế đạt 566 tỷ đồng, tăng 12% so với cùng kỳ
1162;__label__FIN#positive;Hơn 2.500 tỷ đồng đổ vào TTCK Việt Nam ngay trước kỳ nghỉ lễ thông qua 3 quỹ ETFs
1163;__label__FIN#positive;Gelex (GEX): LNST quý 1 tăng 211% lên 291 tỷ đồng, lãi kinh doanh chứng khoán tăng mạnh
1164;__label__FIN#positive;SAM Holdings (SAM) báo lãi quý 1 tăng gấp 4,5 lần cùng kỳ nhờ nguồn thu tài chính
1165;__label__FIN#neutral;Warren Buffett gửi lời khuyên đặc biệt đến các nhà đầu tư mới
1166;__label__FIN#negative;VNDIRECT: Rủi ro “Sell in May” gia tăng, VN-Index có thể về dưới 1.200 điểm trong tháng 5
1167;__label__FIN#positive;Mã chứng khoán liên quan tới Techcombank tăng 3,5 lần trong vòng 1 tháng
1168;__label__FIN#positive;Kinh Bắc (KBC) đạt lợi nhuận kỷ lục trong quý 1/2021 với 599 tỷ đồng, cao gấp 11 lần cùng kỳ
1169;__label__FIN#neutral;Cơ hội đầu tư cổ phiếu từ cuộc đua tăng vốn của các Công ty chứng khoán
1170;__label__FIN#positive;Mạnh tay chi quảng cáo, khuyến mại, lợi nhuận quý 1 của Lộc Trời phục hồi mạnh lên 182 tỷ đồng
1171;__label__FIN#positive;Becamex (BCM): Quý 1 lãi 457 tỷ đồng, tăng 47% so với cùng kỳ 2020
1172;__label__FIN#positive;Transimex (TMS): Quý 1 lãi ròng 99 tỷ đồng – cao nhất trong lịch sử niêm yết
1173;__label__FIN#positive;Vinacomin Power (DTK): Quý 1 lãi 208 tỷ đồng tăng 44% so với cùng kỳ
1174;__label__FIN#positive;Doanh thu tăng cao, quý 1 Habeco lãi ròng gần 64 tỷ đồng
1175;__label__FIN#neutral;Doanh thu hơn 1 tỷ USD của Vingroup trong quý đầu năm đến từ những gì?
1176;__label__FIN#positive;Sabeco đã thoái hết vốn tại OCB, lợi nhuận ròng quý 1 tăng gần 38%
1177;__label__FIN#negative;"Hoàng Anh Gia Lai (HAG): Bán đi ""đứa con"" nông nghiệp, quy mô tài sản giảm phân nửa, doanh thu cũng chỉ bằng ¼ cùng kỳ với 284 tỷ đồng"
1178;__label__FIN#positive;FPT Retail (FRT): Quý 1/2021 thực hiện 1/3 kế hoạch lãi cả năm với 31 tỷ đồng, bắt đầu tham gia bán đồng hồ thương hiệu Garmin
1179;__label__FIN#negative;Coteccons (CTD): Lợi nhuận quý 1/2021 giảm mạnh 56% xuống còn 54,4 tỷ đồng
1180;__label__FIN#neutral;Khối ngoại chấm dứt chuỗi 6 tháng bán ròng liên tiếp trên HoSE giao dịch thỏa thuận đột biến
1181;__label__FIN#negative;"HAGL Agrico (HNG): Doanh thu giảm phân nửa xuống 260 tỷ sau quý đầu tiên do Thaco ""cầm lái"", 3 tháng thực hiện 12% chỉ tiêu cả năm 2021"
1182;__label__FIN#positive;Gemadept (GMD): Quý 1 lãi 172 tỷ đồng tăng 40% so với cùng kỳ
1183;__label__FIN#positive;ĐHĐCĐ FRT: Kế hoạch LNTT tăng 320% lên 120 tỷ đồng, năm 2021 nhận thêm cơ hội từ hãng Apple khi miếng bánh kênh chính ngạch tăng mạnh
1184;__label__FIN#positive;EVNGenco 3 (PGV): Ghi nhận chênh lệch tỷ giá, lãi ròng quý 1/2021 đột biến lên 786 tỷ đồng
1185;__label__FIN#positive;Nhà Khang Điền (KDH): Quý 1 lãi 207 tỷ đồng tăng 33% so với cùng kỳ
1186;__label__FIN#positive;Everpia (EVE): Doanh thu đi ngang, lãi quý 1 hơn 4,5 tỷ đồng
1187;__label__FIN#negative;Lỗ thêm 4.900 tỷ trong quý 1, tổng lỗ lũy kế của Vietnam Airlines đã lên hơn 14.200 tỷ, nguy cơ âm vốn cận kề
1188;__label__FIN#negative;Kinh doanh dưới giá vốn khiến quý 1 PV Drilling (PVD) lỗ 110 tỷ đồng
1189;__label__FIN#neutral;Ông Dominic Scriven 'khoe' là khách hàng đầu tiên của quỹ hưu trí do Dragon Capital triển khai
1190;__label__FIN#positive;Sơn Hà (SHI) báo lãi quý 1 hơn 40 tỷ, hoàn thành gần 40% kế hoạch năm 2021
1191;__label__FIN#positive;Khoáng sản TKV: Quý 1 lãi 151 tỷ đồng cao gấp 6 lần cùng kỳ 2020
1192;__label__FIN#positive;Mở rộng sang lĩnh vực khóa thông minh, Việt Tiệp sống tốt với lợi nhuận hàng chục tỷ mỗi năm
1193;__label__FIN#positive;Tân Tạo (ITA): Quý 1 lãi 58 tỷ đồng tăng, 127% so với cùng kỳ 2020
1194;__label__FIN#negative;Đường sắt Hà Nội và Sài Gòn tiếp tục lỗ trong quý 1
1195;__label__FIN#negative;Thị trường tăng điểm, khối ngoại quay đầu bán ròng gần 400 tỷ đồng trong phiên 29/4
1196;__label__FIN#negative;May Nhà Bè (MNB): Quý 1 lỗ 20 tỷ đồng, thấp nhất từ khi lên sàn
1197;__label__FIN#positive;Masan Group (MSN): Doanh thu quý 1/2021 tăng hơn 13% lên gần 20.000 tỷ đồng
1198;__label__FIN#positive;Ngành thép quý 1: Lợi nhuận tăng hàng chục lần so với cùng kỳ, quán quân tăng trưởng thuộc về doanh nghiệp có lãi gấp 30 lần
1199;__label__FIN#positive;Thép Tiến Lên (TLH): Quý 1 lãi 120 tỷ đồng – cao nhất trong vòng 4 năm qua
1200;__label__FIN#positive;Vicostone (VCS): Quý 1 lãi 371 tỷ đồng, tăng 22% so với cùng kỳ
1201;__label__FIN#neutral;Bị tag hẳn tên vào bài đăng tố 'làm giá' Bitcoin, âm thầm mua đáy, bán đỉnh, thao túng thị trường, Elon Musk đáp trả 1 câu hút gần 100.000 lượt thích
1202;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 7 doanh nghiệp
1203;__label__FIN#neutral;"""Sức nóng"" của việc lấy bằng lái xe ""đẩy"" giá cổ phiếu của doanh nghiệp sát hạch lái xe duy nhất trên sàn chứng khoán"
